bootstrap_player_id,display_name,afltables_profile_url,evidence,recovery_profile_url
103,Ross Lyon,players/R/Ross_Lyon.html,round_vote_witness,
124,Martin Leslie,players/M/Martin_Leslie.html,round_vote_witness,
370,Simon Hawking,players/S/Simon_Hawking.html,round_vote_witness,
372,Frank Bizzotto,players/F/Frank_Bizzotto.html,round_vote_witness,
378,Anthony McGregor,players/A/Anthony_McGregor.html,round_vote_witness,
1169,Darren Wheildon,players/D/Darren_Wheildon.html,round_vote_witness,
1172,David Bain,players/D/David_Bain.html,round_vote_witness,
1174,Jim Wynd,players/J/Jim_Wynd.html,round_vote_witness,
1181,Troy Clarke,players/T/Troy_Clarke.html,round_vote_witness,
1224,Brendan McCormack,players/B/Brendan_McCormack.html,round_vote_witness,
1267,Brett Stephens,players/B/Brett_Stephens.html,round_vote_witness,
1281,Matthew Campbell,players/M/Matthew_Campbell.html,round_vote_witness,
1282,Danny Noonan,players/D/Danny_Noonan.html,round_vote_witness,
1347,Matthew Rendell,players/M/Matthew_Rendell.html,unique_name_span,
1357,Scott Clayton,players/S/Scott_Clayton.html,unique_name_span,
1367,Michael Kennedy,players/M/Michael_Kennedy0.html,round_vote_witness,
1397,Michael Gibson,players/M/Michael_Gibson.html,round_vote_witness,
1466,Haydn Bunton,players/H/Haydn_Bunton.html,unique_name_span,
1480,Ron Alexander,players/R/Ron_Alexander.html,unique_name_span,
1582,Reg Carr,players/R/Reg_Carr.html,unique_name_span,
1589,Darren Carlson,players/D/Darren_Carlson.html,round_vote_witness,
1595,Jim Christou,players/J/Jim_Christou.html,unique_name_span,
1621,Mick Conlan,players/M/Mick_Conlan.html,unique_name_span,
1641,Colin Cruse,players/C/Colin_Cruse.html,unique_name_span,
1647,Norm Dare,players/N/Norm_Dare.html,unique_name_span,
1650,Fred Davies,players/F/Fred_Davies0.html,unique_name_span,
1653,Colin Davey,players/C/Colin_Davey.html,unique_name_span,
1711,Geoff Everett,players/G/Geoff_Everett.html,unique_name_span,
1742,Don Furness,players/D/Don_Furness.html,unique_name_span,
1744,Alan Gale,players/A/Alan_Gale.html,unique_name_span,
1791,Leon Harris,players/L/Leon_Harris.html,unique_name_span,
1798,Kerrin Hayes,players/K/Kerrin_Hayes.html,unique_name_span,
1810,Graeme Hinchen,players/G/Graeme_Hinchen.html,unique_name_span,
1830,Stephen Icke,players/S/Stephen_Icke.html,operator,players/S/Steven_Icke.html
1848,Norm Johnstone,players/N/Norm_Johnstone.html,unique_name_span,
1862,Gary Keane,players/G/Gary_Keane.html,round_vote_witness,
1873,Cecil Kerr,players/C/Cecil_Kerr.html,unique_name_span,
1884,Phillip Knight,players/P/Phillip_Knight.html,round_vote_witness,
1898,Bob Beecroft,players/B/Bob_Beecroft.html,unique_name_span,
1925,Bill Lokan,players/B/Bill_Lokan.html,unique_name_span,
1955,Ian McCulloch,players/I/Ian_McCulloch.html,unique_name_span,
1980,David McMahon,players/D/David_McMahon.html,unique_name_span,
1984,Harvey Merrigan,players/H/Harvey_Merrigan.html,unique_name_span,
2018,Kevin Murray,players/K/Kevin_Murray.html,unique_name_span,
2020,Lee Murnane,players/L/Lee_Murnane.html,unique_name_span,
2038,Kevin OKeeffe,players/K/Kevin_OKeeffe.html,unique_name_span,
2051,Tony Ongarello,players/T/Tony_Ongarello.html,unique_name_span,
2060,Jack Patterson,players/J/Jack_Paterson.html,operator,players/J/Jack_Patterson.html
2081,Michael Poynton,players/M/Michael_Poynton.html,unique_name_span,
2099,Willis Reeve,players/W/Willis_Reeve.html,unique_name_span,
2105,Graeme Renwick,players/G/Graeme_Renwick.html,unique_name_span,
2118,Leigh Robertson,players/L/Leigh_Robertson.html,unique_name_span,
2136,Alan Ruthven,players/A/Alan_Ruthven.html,unique_name_span,
2155,Laurie Serafini,players/L/Laurie_Serafini.html,unique_name_span,
2171,Matthew Simpson,players/M/Matthew_Simpson.html,round_vote_witness,
2173,Wilfred Smallhorn,players/W/Wilfred_Smallhorn.html,unique_name_span,
2177,Chris Smith,players/C/Chris_Smith.html,unique_name_span,
2192,Bill Stephen,players/B/Bill_Stephen.html,unique_name_span,
2206,Neville Taylor,players/N/Neville_Taylor.html,unique_name_span,
2219,Ross Thornton,players/R/Ross_Thornton.html,round_vote_witness,
2249,David Wall,players/D/David_Wall.html,unique_name_span,
2271,Vin Williams,players/V/Vin_Williams.html,unique_name_span,
2274,Garry Wilson,players/G/Garry_Wilson.html,unique_name_span,
2339,Russell Crow,players/R/Russell_Crow.html,unique_name_span,
2348,John Duckworth,players/J/John_Duckworth.html,unique_name_span,
2349,Lex Dwyer,players/L/Lex_Dwyer.html,unique_name_span,
2357,Tim Godfrey,players/T/Tim_Godfrey.html,unique_name_span,
2375,Wayne Linton,players/W/Wayne_Linton.html,unique_name_span,
2386,Ian Miller,players/I/Ian_Miller.html,unique_name_span,
2387,Shane Molloy,players/S/Shane_Molloy.html,unique_name_span,
2403,Barry Padley,players/B/Barry_Padley.html,unique_name_span,
2412,David Rhodes,players/D/David_Rhodes.html,unique_name_span,
2413,Laurie Richards,players/L/Laurie_Richards.html,unique_name_span,
2419,Glenn Robertson,players/G/Glenn_Robertson.html,unique_name_span,
2425,Glen Scanlon,players/G/Glen_Scanlon.html,operator,players/G/Glenn_Scanlon.html
2428,Robert Shepherd,players/R/Robert_Shepherd.html,unique_name_span,
2435,Alan Thompson,players/A/Alan_Thompson.html,unique_name_span,
2453,Owen Abrahams,players/O/Owen_Abrahams.html,unique_name_span,
2459,Lyall Anderson,players/L/Lyall_Anderson.html,operator,players/L/Lyle_Anderson.html
2462,Mike Andrews,players/M/Mike_Andrews.html,unique_name_span,
2469,Dennis Aspinall,players/D/Dennis_Aspinall.html,unique_name_span,
2470,Ian Aston,players/I/Ian_Aston.html,unique_name_span,
2497,Fred Anderson,players/F/Fred_Anderson0.html,unique_name_span,
2501,Jim Atkinson,players/J/Jim_Atkinson.html,unique_name_span,
2507,John Bahen,players/J/John_Bahen.html,unique_name_span,
2547,Colin Benham,players/C/Colin_Benham.html,unique_name_span,
2552,John Benison,players/J/John_Benison.html,unique_name_span,
2569,Lou Bols,players/L/Lou_Bols.html,unique_name_span,
2573,Colin Bond,players/C/Colin_Bond.html,unique_name_span,
2603,Norm Brown,players/N/Norm_Brown.html,unique_name_span,
2607,Les Bryant,players/L/Les_Bryant.html,unique_name_span,
2630,Bruce Calverley,players/B/Bruce_Calverley.html,unique_name_span,
2638,Graham Campbell,players/G/Graham_Campbell.html,unique_name_span,
2656,Brian Carroll,players/B/Brian_Carroll.html,unique_name_span,
2667,Charles Chapman,players/C/Charles_Chapman.html,unique_name_span,
2670,Vic Chanter,players/V/Vic_Chanter.html,unique_name_span,
2671,James Chapman,players/J/James_Chapman.html,unique_name_span,
2686,Bert Clay,players/B/Bert_Clay.html,unique_name_span,
2688,Wally Clark,players/W/Wally_Clark.html,unique_name_span,
2697,George Coates,players/G/George_Coates.html,unique_name_span,
2698,Norm Cockram,players/N/Norm_Cockram.html,unique_name_span,
2711,Max Cole,players/M/Max_Cole.html,unique_name_span,
2743,Matt Cunningham,players/M/Matt_Cunningham.html,unique_name_span,
2745,Frank Curcio,players/F/Frank_Curcio.html,unique_name_span,
2760,Horrie Dawson,players/H/Horrie_Dawson.html,unique_name_span,
2793,Ray Donnellan,players/R/Ray_Donnellan.html,unique_name_span,
2826,Wayne Eastman,players/W/Wayne_Eastman.html,unique_name_span,
2829,Arthur Edwards,players/A/Arthur_Edwards1.html,unique_name_span,
2836,Ern Elliott,players/E/Ern_Elliott.html,unique_name_span,
2872,Allan Fields,players/A/Allan_Fields.html,unique_name_span,
2905,Ron Fry,players/R/Ron_Fry.html,unique_name_span,
2907,Jack Gaffney,players/J/Jack_Gaffney.html,unique_name_span,
2925,Jack Gervasoni,players/J/Jack_Gervasoni.html,unique_name_span,
2943,Eddie Goodger,players/E/Eddie_Goodger.html,unique_name_span,
2949,Graham Gotch,players/G/Graham_Gotch.html,unique_name_span,
3001,Arthur Hart,players/A/Arthur_Hart0.html,unique_name_span,
3012,Eddie Hart,players/E/Eddie_Hart.html,unique_name_span,
3015,Ron Harvey,players/R/Ron_Harvey.html,unique_name_span,
3028,John Hayes,players/J/John_Hayes1.html,unique_name_span,
3036,Gordon Hellwig,players/G/Gordon_Hellwig.html,unique_name_span,
3038,Doug Hellings,players/D/Doug_Hellings.html,unique_name_span,
3041,Bob Henderson,players/B/Bob_Henderson.html,unique_name_span,
3049,Tom Hickey,players/T/Tom_Hickey0.html,unique_name_span,
3056,Geoff Hill,players/G/Geoff_Hill.html,unique_name_span,
3062,Colin Hobbs,players/C/Colin_Hobbs.html,unique_name_span,
3066,Bob Hodgkin,players/B/Bob_Hodgkin.html,unique_name_span,
3081,George Hoskins,players/G/George_Hoskins.html,unique_name_span,
3097,Fred Hughson,players/F/Fred_Hughson.html,unique_name_span,
3098,Mick Hughson,players/M/Mick_Hughson.html,unique_name_span,
3118,Shadrach James,players/S/Shadrach_James.html,unique_name_span,
3119,Noel Jarvis,players/N/Noel_Jarvis.html,unique_name_span,
3123,Horrie Jenkin,players/H/Horrie_Jenkin.html,unique_name_span,
3144,Ken Jones,players/K/Ken_Jones.html,unique_name_span,
3175,Graham Knight,players/G/Graham_Knight.html,unique_name_span,
3195,Bryan Lane,players/B/Bryan_Lane.html,unique_name_span,
3200,Gary Lazarus,players/G/Gary_Lazarus.html,unique_name_span,
3233,Ted Lovett,players/T/Ted_Lovett.html,unique_name_span,
3247,Allen Lynch,players/A/Allen_Lynch.html,unique_name_span,
3248,Bob Lynch,players/B/Bob_Lynch.html,unique_name_span,
3289,Gordon McCracken,players/G/Gordon_McCracken.html,unique_name_span,
3296,Ian McCrae,players/I/Ian_McCrae.html,unique_name_span,
3309,Treva McGregor,players/T/Treva_McGregor.html,unique_name_span,
3319,Graeme MacKenzie,players/G/Graeme_MacKenzie.html,unique_name_span,
3332,Alan McLaughlin,players/A/Alan_McLaughlin.html,unique_name_span,
3354,Roy Milne,players/R/Roy_Milne.html,unique_name_span,
3357,Bob Miller,players/B/Bob_Miller.html,unique_name_span,
3364,Bert Minney,players/B/Bert_Minney.html,unique_name_span,
3387,Laurie Morgan,players/L/Laurie_Morgan.html,unique_name_span,
3418,John Newnham,players/J/John_Newnham.html,unique_name_span,
3419,Doug Nicholls,players/D/Doug_Nicholls.html,unique_name_span,
3420,Reg Nicholls,players/R/Reg_Nicholls.html,unique_name_span,
3442,Paul OBrien,players/P/Paul_OBrien1.html,unique_name_span,
3524,Daryl Peoples,players/D/Daryl_Peoples.html,unique_name_span,
3527,Brian Pert,players/B/Brian_Pert.html,unique_name_span,
3550,Noel Price,players/N/Noel_Price.html,unique_name_span,
3554,Len Pye,players/L/Len_Pye.html,unique_name_span,
3596,Percy Roberts,players/P/Percy_Roberts.html,unique_name_span,
3597,Archie Roberts,players/A/Archie_Roberts.html,operator,players/A/Archie_Roberts0.html
3615,Ralph Rogerson,players/R/Ralph_Rogerson.html,unique_name_span,
3624,Ken Ross,players/K/Ken_Ross.html,unique_name_span,
3646,Denis Ryan,players/D/Denis_Ryan.html,unique_name_span,
3660,Ray Sault,players/R/Ray_Sault.html,unique_name_span,
3664,Eddie Schenk,players/E/Eddie_Schenk.html,unique_name_span,
3678,Jack Sexton,players/J/Jack_Sexton0.html,unique_name_span,
3680,Mickey Sharp,players/M/Mickey_Sharp.html,unique_name_span,
3690,John Shelton,players/J/John_Shelton.html,unique_name_span,
3692,Harold Shillinglaw,players/H/Harold_Shillinglaw.html,unique_name_span,
3698,Ron Simpson,players/R/Ron_Simpson.html,unique_name_span,
3705,Ray Slocum,players/R/Ray_Slocum.html,unique_name_span,
